Volatility 3 Framework 2.11.0

Offset	Name
0xe60ddee18ad0	\Windows\System32\Windows.UI.Xaml.Resources.Common.dll
0xe60ddee18c60	\$Directory
0xe60ddee18df0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LockApp_10.0.22621.3235_neutral__cw5n1h2txyewy\ActivationStore.dat
0xe60ddee19110	\$Directory
0xe60ddee192a0	\CMApi
0xe60ddee195c0	\CMNotify
0xe60ddee198e0	\$Directory
0xe60ddee19a70	\Windows\System32\en-GB\Windows.Globalization.dll.mui
0xe60ddee19c00	\CMNotify
0xe60ddee1a0b0	\CMApi
0xe60ddee1a3d0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LockApp_10.0.22621.3235_neutral__cw5n1h2txyewy\ActivationStore.dat.LOG1
0xe60ddee1a6f0	\Windows\System32\Windows.UI.Shell.dll
0xe60ddee1aba0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.LockApp_10.0.22621.3235_neutral__cw5n1h2txyewy\ActivationStore.dat.LOG2
0xe60ddee1ad30	\Windows\System32\en-US\dnsapi.dll.mui
0xe60ddee1b370	\Program Files\WindowsApps\Microsoft.XboxGameOverlay_1.54.4001.0_x64__8wekyb3d8bbwe
0xe60ddee1b500	\Windows\System32\prnfldr.dll
0xe60ddee1b690	\Windows\System32\EdgeManager.dll
0xe60ddee1b820	\Windows\System32\en-GB\windows.storage.dll.mui
0xe60ddee1b9b0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Microsoft.ReactNative.dll
0xe60ddee1bcd0	\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\resources.pri
0xe60ddee1be60	\Windows\System32\winevt\Logs\Microsoft-Windows-Privacy-Auditing%4Operational.evtx
0xe60ddee1c180	\Windows\System32\RTMediaFrame.dll
0xe60ddee1c310	\Users\Nis. E. Juul\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_4_PNGEncoded_Data.bin
0xe60ddee1c630	\Windows\System32\en-GB\propsys.dll.mui
0xe60ddee1cae0	\Users\Nis. E. Juul\AppData\Local\ConnectedDevicesPlatform\L.Nis. E. Juul\ActivitiesCache.db
0xe60ddee1d120	\Windows\System32\Windows.Internal.SecurityMitigationsBroker.dll
0xe60ddee1d440	\Windows\rescache\_merged\1026608884\2976996641.pri
0xe60ddee1d5d0	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\abc65aafab6475899d92fafd2808b8ee\batmeter.dll.mui
0xe60ddee1da80	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\WinRTComponents.dll
0xe60ddee1dc10	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\e10743d83c2ea856392c997de53e67ee\crypt32.dll.mui
0xe60ddee1dda0	\Windows\System32\en-GB\shell32.dll.mui
0xe60ddee1e0c0	\Users\Nis. E. Juul\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\TempState\TileCache_100_4_PNGEncoded_Header.bin
0xe60ddee1e3e0	\Windows\System32\SyncCenter.dll
0xe60ddee1e570	\$Directory
0xe60ddee1e700	\CMNotify
0xe60ddee1e890	\Windows\System32\shdocvw.dll
0xe60ddee1ea20	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\665dc8659816c4b74a6b6286f2d19fbf\bthprops.cpl.mui
0xe60ddee1ebb0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\Search\AppsIndex.db-shm
0xe60ddee1ed40	\CMNotify
0xe60ddee1eed0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\Search\AppsIndex.db-wal
0xe60ddee1f1f0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Payments.dll
0xe60ddee1f380	\$Directory
0xe60ddee1f510	\Users\Nis. E. Juul\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Microsoft Edge.lnk
0xe60ddee1f6a0	\Users\Nis. E. Juul\AppData\Local\ConnectedDevicesPlatform\L.Nis. E. Juul\ActivitiesCache.db-wal
0xe60ddee1f830	\Users\Nis. E. Juul\AppData\Local\ConnectedDevicesPlatform\L.Nis. E. Juul\ActivitiesCache.db-shm
0xe60ddee1f9c0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ux-phui.dll
0xe60ddee1fb50	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\ReactNativeXaml.dll
0xe60ddee1fce0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955
0xe60ddee1fe70	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\Search\AppsIndex.db
0xe60ddee20190	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\094aeb9902e046ea42f72f29582f38f4\NetworkIcon.dll.mui
0xe60ddee20320	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\3babd9f4c2f63c596a6fc39dd25f22d2\StartTileData.dll.mui
0xe60ddee204b0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchUx.Model.dll
0xe60ddee20640	\Windows\System32\bthprops.cpl
0xe60ddee207d0	\$Directory
0xe60ddee20960	\Windows\System32\pnidui.dll
0xe60ddee20c80	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\WinRTTurboModule.dll
0xe60ddee20e10	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955
0xe60ddee212c0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955
0xe60ddee21c20	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-33E5C763D8CD4A52AEBFDE6BD7D6F14DAE1DF609.bin.83
0xe60ddee21db0	\Windows\System32\WinRtTracing.dll
0xe60ddee220d0	\$Directory
0xe60ddee22260	\Windows\System32\CapabilityAccessHandlers.dll
0xe60ddee223f0	\Windows\Prefetch\DLLHOST.EXE-15CDDA9C.pf
0xe60ddee22580	\Users\Nis. E. Juul\Videos
0xe60ddee22710	\$Directory
0xe60ddee228a0	\$Directory
0xe60ddee22a30	\Users\Nis. E. Juul\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\Brave.lnk
0xe60ddee22bc0	\Windows\System32\en-GB\Windows.Security.Authentication.Web.Core.dll.mui
0xe60ddee22d50	\Users\Nis. E. Juul\AppData\Local\Microsoft\Windows\Burn\Burn\desktop.ini
0xe60ddee22ee0	\CMApi
0xe60ddee23200	\Users\Nis. E. Juul\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\desktop.ini
0xe60ddee23390	\Users\Nis. E. Juul\AppData\Local\Microsoft\Windows\Burn
0xe60ddee23520	\Users\Nis. E. Juul\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned\TaskBar\File Explorer.lnk
0xe60ddee236b0	\Windows\System32\en-GB\propsys.dll.mui
0xe60ddee239d0	\Windows\SystemResources\mmres.dll.mun
0xe60ddee23b60	\Windows\System32\dllhost.exe
0xe60ddee23e80	\Windows\System32\authui.dll
0xe60ddee241a0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\WsxPackManager.dll
0xe60ddee24330	\Windows\System32\Windows.UI.Xaml.Resources.th.dll
0xe60ddee244c0	\$Directory
0xe60ddee24650	\Windows\System32\en-GB\windows.storage.dll.mui
0xe60ddee247e0	\$Directory
0xe60ddee24970	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.edb
0xe60ddee24b00	\Users\Nis. E. Juul\Music
0xe60ddee24c90	\$Directory
0xe60ddee24e20	\Windows\System32\SecurityHealthSystray.exe
0xe60ddee25140	\$Directory
0xe60ddee255f0	\$Directory
0xe60ddee25780	\Users\Nis. E. Juul\Music
0xe60ddee25910	\CMApi
0xe60ddee25dc0	\Users\Nis. E. Juul\AppData\Local\Microsoft\Windows\Burn
0xe60ddee260e0	\Windows\System32\ctfmon.exe
0xe60ddee26270	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\3babd9f4c2f63c596a6fc39dd25f22d2\StartTileData.dll.mui
0xe60ddee26400	\CMApi
0xe60ddee26720	\Users\Nis. E. Juul\AppData\Local\Microsoft\Internet Explorer\CacheStorage\edb.log
0xe60ddee26a40	\$Directory
0xe60ddee26d60	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955
0xe60ddee27080	\Windows\System32
0xe60ddee27210	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppData\CacheStorage\CacheStorage.jfm
0xe60ddee27850	\$Directory
0xe60ddee279e0	\Dev\Query
0xe60ddee27b70	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AppData\Indexed DB\IndexedDB.edb
0xe60ddee27d00	\Sessions\1\AppContainerNamedObjects\S-1-15-2-2758101530-1321080646-1475665648-4066602542-2880396197-3643791541-2654759312
0xe60ddee281b0	\Dev\Query
0xe60ddee28340	\Windows\System32\Windows.Internal.UI.Logon.ProxyStub.dll
0xe60ddee284d0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\Search\settings.db
0xe60ddee28660	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Cortana.Internal.Search.winmd
0xe60ddee287f0	\$Directory
0xe60ddee28b10	\Windows\System32\SettingsEnvironment.Desktop.dll
0xe60ddee28ca0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\Search\settings.db-shm
0xe60ddee29150	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Cortana.Search.winmd
0xe60ddee292e0	\Windows\System32\WinMetadata\Windows.Storage.winmd
0xe60ddee29470	\Windows\System32\WinMetadata\Windows.Web.winmd
0xe60ddee29600	\Windows\System32\LocationFrameworkPS.dll
0xe60ddee29790	\Windows\Fonts\segoeui.ttf
0xe60ddee29ab0	\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\LockApp.exe
0xe60ddee29dd0	\Windows\System32\en-GB\propsys.dll.mui
0xe60ddee2a5a0	\Dev\Query
0xe60ddee2a730	\$Directory
0xe60ddee2a8c0	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\LocalState\Search\settings.db-wal
0xe60ddee2aa50	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4Operational.evtx
0xe60ddee2b6d0	\Windows\System32\WinMetadata\Windows.System.winmd
0xe60ddee2bd10	\Windows\System32\en-GB\propsys.dll.mui
0xe60ddee2e5b0	\Windows\System32\RuntimeBroker.exe
0xe60ddee2ea60	\Windows\System32\LocationWinPalMisc.dll
0xe60ddee2ebf0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.db
0xe60ddee2f3c0	\$Directory
0xe60ddee2f550	\Users\Nis. E. Juul\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\AC\Microsoft\Internet Explorer\DOMStore\CIDARN9C
0xe60ddee2f870	\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\pris\resources.en-GB.pri
0xe60ddee30e50	\Windows\System32\tzautoupdate.dll
0xe60ddee31170	\$Directory
0xe60ddee31300	\$Directory
0xe60ddee31620	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\e10743d83c2ea856392c997de53e67ee\crypt32.dll.mui
0xe60ddee317b0	\CMApi
0xe60ddee31ad0	\Users\Nis. E. Juul\Documents
0xe60ddee31c60	\MsFteWds
0xe60ddee31df0	\Windows\System32\en-GB\Geolocation.dll.mui
0xe60ddee322a0	\$Directory
0xe60ddee32430	\Windows\System32\en-GB\windows.storage.dll.mui
0xe60ddee325c0	\Windows\SystemResources\Chakra.dll.mun
0xe60ddee330b0	\$Directory
0xe60ddee333d0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.db
0xe60ddee336f0	\Windows\System32\en-US\KernelBase.dll.mui
0xe60ddee33880	\$Directory
0xe60ddee33d30	\CMNotify
0xe60ddee34370	\CMNotify
0xe60ddee34500	\Windows\System32\en-GB\SearchIndexer.exe.mui
0xe60ddee34690	\Windows\System32\en-US\combase.dll.mui
0xe60ddee349b0	\Windows\System32\wscapi.dll
0xe60ddee34cd0	\CMNotify
0xe60ddee35310	\Windows\System32\NPSMDesktopProvider.dll
0xe60ddee35630	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-usn.db
0xe60ddee357c0	\$Directory
0xe60ddee35ae0	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\9381fcb969897da6924654d7bfb3a7d2\AuthExt.dll.mui
0xe60ddee35e00	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.db-shm
0xe60ddee362b0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db
0xe60ddee36440	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-usn.db-wal
0xe60ddee365d0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.db-wal
0xe60ddee36760	\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db
0xe60ddee368f0	\ProgramData\Microsoft\Windows\CapabilityAccessManager\CapabilityAccessManager.db-wal
0xe60ddee36a80	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\abc65aafab6475899d92fafd2808b8ee\batmeter.dll.mui
0xe60ddee36c10	\Windows\System32\en-US\KernelBase.dll.mui
0xe60ddee370c0	\Windows\System32
0xe60ddee37570	\$Directory
0xe60ddee37700	\$Directory
0xe60ddee37a20	\$Directory
0xe60ddee37d40	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\SecStore.db
0xe60ddee37ed0	\CMNotify
0xe60ddee381f0	\CMNotify
0xe60ddee38380	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.db
0xe60ddee38510	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.db-wal
0xe60ddee386a0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-gather.db
0xe60ddee38830	\$Directory
0xe60ddee389c0	\$ConvertToNonresident
0xe60ddee38ce0	\CMNotify
0xe60ddee38e70	\CMNotify
0xe60ddee394b0	\CMNotify
0xe60ddee39640	\CMApi
0xe60ddee397d0	\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpRtp.dll
0xe60ddee39960	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.db
0xe60ddee39af0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\PropMap\PropMap.db
0xe60ddee39c80	\Windows\Globalization\ICU\zoneinfo64.res
0xe60ddee39e10	\Windows\Globalization\ICU\windowsZones.res
0xe60ddee3a130	\Windows\System32\en-GB\datamap.0809.dat
0xe60ddee3a2c0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.db-wal
0xe60ddee3a770	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955
0xe60ddee3adb0	\Windows\System32\en-GB\Windows.Security.Authentication.Web.Core.dll.mui
0xe60ddee3b3f0	\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\Assets\DropShadow.png
0xe60ddee3b580	\$Directory
0xe60ddee3b710	\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows-usn.db
0xe60ddee3ba30	\Program Files (x86)\Microsoft\EdgeWebView\Application\128.0.2739.79
0xe60ddee3bbc0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal
0xe60ddee3c200	\$Directory
0xe60ddee3c390	\Users\Nis. E. Juul\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat
0xe60ddee3c9d0	\Users\Nis. E. Juul\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat.LOG1
0xe60ddee3ce80	\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\NisSrv.exe
0xe60ddee3d1a0	\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\42D8E8B7-8E13-4E1A-9EBA-7D3C8DC0D690-0.bin
0xe60ddee3d7e0	\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\Assets\LockMDL2.ttf
0xe60ddee3e2d0	\Users\Nis. E. Juul\AppData\Local\Packages\Microsoft.LockApp_cw5n1h2txyewy\Settings\settings.dat.LOG2
0xe60ddee3e780	\ProgramData\Microsoft\Windows Defender\Definition Updates\{4570E9DF-32C2-4CA1-8D65-CA596800EA70}\mpavbase.vdm
0xe60ddee3e910	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0xe60ddee3eaa0	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb.jfm
0xe60ddee3ec30	\Users\Nis. E. Juul\AppData\Roaming\Microsoft\Windows\Libraries
0xe60ddee3edc0	\Users\Nis. E. Juul\AppData\Roaming\Microsoft\Windows\Libraries
0xe60ddee3f270	\Windows\Fonts\seguisb.ttf
0xe60ddee3f400	\Windows\SystemApps\Microsoft.LockApp_cw5n1h2txyewy\Assets\LockMDL2.ttf
0xe60ddee3f590	\Windows\System32\mshtml.dll
0xe60ddee3f720	\Windows\apppatch\DirectXApps.sdb
0xe60ddee3f8b0	\ProgramData\Microsoft\Windows Defender\Definition Updates\{4570E9DF-32C2-4CA1-8D65-CA596800EA70}\mpavdlta.vdm
0xe60ddee3fd60	\Users\Nis. E. Juul\Documents
0xe60ddee3fef0	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\ac9fb19aa078a45b34a2bae6f16c9a24\mshtml.dll.mui
0xe60ddee40080	\Windows\SystemApps\MicrosoftWindows.Client.Core_cw5n1h2txyewy\AdaptiveCards.ObjectModel.Uwp.dll
0xe60ddee40210	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0xe60ddee403a0	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0xe60ddee406c0	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb.jfm
0xe60ddee40850	\ProgramData\Microsoft\Windows Defender\Definition Updates\{4570E9DF-32C2-4CA1-8D65-CA596800EA70}\mpasdlta.vdm
0xe60ddee40b70	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0xe60ddee411b0	\Windows\System32\SecurityHealth\1.0.2310.10002-0\SecurityHealthProxyStub.dll
0xe60ddee414d0	\Windows\System32\winevt\Logs\Microsoft-Windows-ShellCommon-StartLayoutPopulation%4Operational.evtx
0xe60ddee41660	\CMApi
0xe60ddee41e30	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm
0xe60ddf9a0370	\Windows\SystemApps\Microsoft.WindowsAppRuntime.CBS_8wekyb3d8bbwe\MRM.dll
0xe60ddf9a0690	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\en-GB\FileSync.LocalizedResources.dll.mui
0xe60ddf9a0820	\Windows\System32\en-US\mswsock.dll.mui
0xe60ddf9a09b0	\Endpoint
0xe60ddf9a1180	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\settings\Personal\SyncEngineDatabase.db-shm
0xe60ddf9a1310	\$Directory
0xe60ddf9a1950	\SwDevice
0xe60ddf9a1ae0	\Windows\SystemApps\Microsoft.WindowsAppRuntime.CBS_8wekyb3d8bbwe\Microsoft.ui.xaml.resources.19h1.dll
0xe60ddf9a1c70	\Windows\System32\en-US\kernel32.dll.mui
0xe60ddf9a1e00	\Endpoint
0xe60ddf9a25d0	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\Microsoft.UI.Xaml.dll
0xe60ddf9a2760	\$CachedWriteThrough
0xe60ddf9a2a80	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\settings\Personal\OCSI.db-shm
0xe60ddf9a2c10	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955
0xe60ddf9a3890	\Windows\System32\wlidsvc.dll
0xe60ddf9a41f0	\Users\Nis. E. Juul\AppData\Local\Microsoft\Credentials
0xe60ddf9a4830	\Windows\apppatch\DirectXApps.sdb
0xe60ddf9a4b50	\Windows\System32
0xe60ddf9a4ce0	\Windows\Fonts\segoeui.ttf
0xe60ddf9a5190	\Windows\System32\Windows.UI.Xaml.Resources.19h1.dll
0xe60ddf9a5320	\Users\Nis. E. Juul\AppData\Local\Microsoft\TokenBroker\Cache\78c091ac6d34daa9d603629dd088840de549030f.tbres
0xe60ddf9a57d0	\Users\Nis. E. Juul\AppData\Roaming\Microsoft\Credentials
0xe60ddf9a5960	\Program Files\WindowsApps\Microsoft.LanguageExperiencePacken-GB_22621.37.187.0_neutral__8wekyb3d8bbwe\Windows\System32\en-GB\e10743d83c2ea856392c997de53e67ee\crypt32.dll.mui
0xe60ddf9a5c80	\Windows\System32\MicrosoftAccountWAMExtension.dll
0xe60ddf9a6130	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\Resources.pri
0xe60ddf9a62c0	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\Microsoft.ReactNative.dll
0xe60ddf9a6db0	\CMApi
0xe60ddf9a70d0	\ProgramData\Microsoft\IdentityCRL\production\wlidsvcconfig.xml
0xe60ddf9a7260	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\msvcp140_app.dll
0xe60ddf9a73f0	\Windows\System32\en-GB\Windows.Web.dll.mui
0xe60ddf9a7580	\Windows\System32\en-GB\Windows.Security.Authentication.Web.Core.dll.mui
0xe60ddf9a7710	\Windows\SystemApps\Microsoft.WindowsAppRuntime.CBS_8wekyb3d8bbwe\Microsoft.ui.xaml.resources.common.dll
0xe60ddf9a7d50	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\ReactNativePicker.dll
0xe60ddf9a7ee0	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\vcruntime140_app.dll
0xe60ddf9a86b0	\Windows\System32\WinMetadata\Windows.UI.Xaml.winmd
0xe60ddf9a8840	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\vcruntime140_1_app.dll
0xe60ddf9a89d0	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\RNSVG.dll
0xe60ddf9a8b60	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\CheckboxWindows.dll
0xe60ddf9a8cf0	\Windows\System32
0xe60ddf9a9330	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\DateTimePicker.dll
0xe60ddf9a97e0	\Program Files\WindowsApps\MicrosoftTeams_24215.1105.3082.1600_x64__8wekyb3d8bbwe\boost_log_setup-vc142-mt-x64-1_84.dll
0xe60ddf9a9b00	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xe60ddf9aa910	\Windows\System32\en-GB\propsys.dll.mui
0xe60ddf9aac30	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xe60ddf9ab0e0	\Windows\System32\en-GB\windows.storage.dll.mui
0xe60ddf9ab8b0	\Users\Nis. E. Juul\AppData\Local\Microsoft\OneDrive\24.166.0818.0003\hermes.dll
0xe60ddf9ac080	\$Directory
0xe60ddf9ac210	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.22621.3672_none_2713b9d173822955
0xe60ddf9acd00	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xe60ddf9ace90	\LOCAL\mojo.8156.7304.6732955595992174613
0xe60ddf9ad340	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79\msedge_elf.dll
0xe60ddf9ad660	\Windows\System32\nlansp_c.dll
0xe60ddf9adb10	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79
0xe60ddf9adca0	\CMApi
0xe60ddf9ade30	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79\msedge.dll
0xe60ddf9ae470	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79\icudtl.dat
0xe60ddf9ae920	\Windows\System32\en-GB\propsys.dll.mui
0xe60ddf9aeab0	\Windows\System32\en-GB\windows.storage.dll.mui
0xe60ddf9aec40	\$Directory
0xe60ddf9af280	\Users\Nis. E. Juul\AppData\Local\Microsoft\Edge\User Data\BrowserMetrics\BrowserMetrics-66E6F494-4D0.pma
0xe60ddf9af730	\Users\Nis. E. Juul\AppData\Local\Microsoft\Edge\User Data\lockfile
0xe60ddf9af8c0	\$Directory
0xe60ddf9afa50	\crashpad_1232_XDZUZGIKVYTOOXAE
0xe60ddf9b0220	\Windows\System32\Windows.System.Profile.PlatformDiagnosticsAndUsageDataSettings.dll
0xe60ddf9b0860	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79\msedge_100_percent.pak
0xe60ddf9b0d10	\$Directory
0xe60ddf9b0ea0	\Windows\System32\en-US\KernelBase.dll.mui
0xe60ddf9b11c0	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79\msedge_200_percent.pak
0xe60ddf9b1350	\$Directory
0xe60ddf9b1670	\$Directory
0xe60ddf9b1b20	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79\Locales\en-GB.pak
0xe60ddf9b1cb0	\crashpad_1232_XDZUZGIKVYTOOXAE
0xe60ddf9b1e40	\$Directory
0xe60ddf9b2160	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79
0xe60ddf9b22f0	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79
0xe60ddf9b2480	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79
0xe60ddf9b27a0	\Program Files (x86)\Microsoft\Edge\Application\128.0.2739.79\resources.pak
0xe60ddf9b2ac0	\$MapAttributeValue
0xe60ddf9b2de0	\Users\Nis. E. Juul\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_2
